datetime,NO1,NO2,NO3,NO4,NO5,NO1_pct_hourly,NO2_pct_hourly,NO3_pct_hourly,NO4_pct_hourly,NO5_pct_hourly,NO1_pct_daily,NO2_pct_daily,NO3_pct_daily,NO4_pct_daily,NO5_pct_daily
2024-07-02 01:00:00+02:00,0.40081,0.54042,0.30281,0.30281,0.40081,-1.2637335566832553,0.16867157235267438,-4.07691332995438,-4.07691332995438,-1.2637335566832553,0.31284412854137855,8.662082277717452,-10.113393493232003,-10.113393493232003,0.31284412854137855
2024-07-02 02:00:00+02:00,0.39888,0.53301,0.29129,0.29129,0.39888,-0.48152491205308845,-1.3711557677362096,-3.8043657739176506,-3.8043657739176506,-0.48152491205308845,0.2588915420384641,1.1461753040969969,-11.40545637032757,-11.40545637032757,0.2588915420384641
2024-07-02 03:00:00+02:00,0.39683,0.52447,0.28309,0.28309,0.39683,-0.5139390292819845,-1.6022213466914348,-2.815064025541547,-2.815064025541547,-0.5139390292819845,0.0,-1.8342785482995505,-13.207836404329033,-13.207836404329033,0.0
2024-07-02 04:00:00+02:00,0.39648,0.51045,0.29038,0.29038,0.39648,-0.08819897689187339,-2.6731748241081488,2.575152778268408,2.575152778268408,-0.08819897689187339,0.11362775547307802,-3.0521157790777242,-11.682228778247516,-11.682228778247516,0.11362775547307802
2024-07-02 05:00:00+02:00,0.39865,0.51455,0.30839,0.30839,0.39865,0.547316384180796,0.8032128514056103,6.202217783593911,6.202217783593911,0.547316384180796,0.17086715079026593,-3.4017309028103737,-11.277654708133145,-11.277654708133145,0.17086715079026593
2024-07-02 06:00:00+02:00,0.40674,0.51444,0.3158,0.3158,0.40674,2.0293490530540526,-0.02137790302204623,2.4028016472648295,2.4028016472648295,2.0293490530540526,1.4213046080191472,-9.755284624155768,-14.553965204686259,-14.553965204686259,1.4213046080191472
2024-07-02 07:00:00+02:00,0.42349,0.43626,0.34486,0.34486,0.42349,4.118109849043616,-15.197107534406351,9.202026599113356,9.202026599113356,4.118109849043616,3.42141252320014,-20.842632409776286,-11.077303903872926,-11.077303903872926,3.42141252320014
2024-07-02 08:00:00+02:00,0.4325,0.4325,0.34634,0.34634,0.4325,2.1275590923044208,-0.8618713611149298,0.4291596589920399,0.4291596589920399,2.1275590923044208,4.144092080233097,-21.574671792268074,-13.171881267549146,-13.171881267549146,4.144092080233097
2024-07-02 09:00:00+02:00,0.43204,0.43432,0.32879,0.32879,0.43204,-0.10635838150289123,0.42080924855492086,-5.067274932147592,-5.067274932147592,-0.10635838150289123,5.835088922639731,-19.65071965071966,-18.503371009319846,-18.503371009319846,5.835088922639731
2024-07-02 10:00:00+02:00,0.41267,0.41267,0.32617,0.32617,0.41267,-4.483381168410327,-4.984803831276475,-0.7968612184068857,-0.7968612184068857,-4.483381168410327,0.4723297543398397,-23.380987746008163,-17.99416704379745,-17.99416704379745,0.4723297543398397
2024-07-02 11:00:00+02:00,0.40549,0.40549,0.3183,0.3183,0.40549,-1.739889015436058,-1.739889015436058,-2.412852193641346,-2.412852193641346,-1.739889015436058,-1.0275811569441018,-28.910044004979042,-18.263057880951152,-18.263057880951152,-1.0275811569441018
