zone,MAE,RMSE,MAPE
NO1,0.11169435993011065,0.23461489509539496,104.62017765781164
NO2,0.12486925835654597,0.2645185268028452,125.40606487027728
NO3,0.050127340538000706,0.10923648137613308,53.17983051952776
NO4,0.020868201083117495,0.06333369226528336,47.322582257551765
NO5,0.07663823686038436,0.18806819595774282,45.08627040182386
