datetime,NO1_label,NO2_label,NO3_label,NO4_label,NO5_label,NO1_pct_hourly_label,NO2_pct_hourly_label,NO3_pct_hourly_label,NO4_pct_hourly_label,NO5_pct_hourly_label,NO1_pct_daily_label,NO2_pct_daily_label,NO3_pct_daily_label,NO4_pct_daily_label,NO5_pct_daily_label
2025-05-31 22:00:00+02:00,0.83887,0.91634,0.0054,0.01828,0.53369,-0.03554881063245141,-0.061232852854698705,-0.8531810766721044,-0.23896752706078261,0.0036672057772595412,136.86855852040094,24.406370066660354,0.0,0.0,14.358875460701135
2025-05-31 23:00:00+02:00,0.77462,0.8546,0.02954,0.021,0.55304,-0.07659112854196726,-0.06737673789204879,4.47037037037037,0.14879649890590807,0.03625700312915736,22.46182059632593,17.047649048799542,0.0,0.0,5.768053855569155
2025-06-01 00:00:00+02:00,0.75719,0.79851,0.01096,0.01766,0.55304,-0.022501355503343534,-0.06563304469927445,-0.6289776574136764,-0.15904761904761922,0.0,66.94005335449877,5.753108983273081,0.0,0.0,15.490957691183226
2025-06-01 01:00:00+02:00,0.75535,0.78916,0.021,0.02158,0.54288,-0.0024300373750314463,-0.011709308587243838,0.9160583941605842,0.2219705549263873,-0.01837118472443211,66.78811164105281,4.10257763237738,0.0,0.0,13.504359279934786
2025-06-01 02:00:00+02:00,0.69026,0.72015,0.03197,0.01812,0.54265,-0.08617197325743031,-0.08744741243854226,0.5223809523809522,-0.16033364226135305,-0.000423666371942355,37.636338258459446,0.0,0.0,0.0,4.886251618764126
2025-06-01 03:00:00+02:00,0.68979,0.72026,0.03266,0.02031,0.51945,-0.0006809028482021029,0.00015274595570380356,0.021582733812949728,0.120860927152318,-0.0427531558094536,33.59479402707572,0.0,0.0,0.0,0.1137108275835352
2025-06-01 04:00:00+02:00,0.58581,0.61109,0.03474,0.01939,0.43901,-0.15074153003087887,-0.15157026629272763,0.06368646662584188,-0.04529788281634661,-0.15485609779574538,3.4396906397330174,0.0,0.0,0.0,0.0
2025-06-01 05:00:00+02:00,0.40047,0.41258,0.07721,0.01258,0.31553,-0.3163824448199929,-0.32484576739923743,1.222510074841681,-0.35121196493037654,-0.2812692193799686,0.0,0.0,43.83383010432191,0.0,0.0
2025-06-01 06:00:00+02:00,0.16723,0.16584,0.0809,0.01096,0.15915,-0.5824156615976228,-0.5980415919336857,0.04779173682165516,-0.12877583465818765,-0.4956105600101416,0.0,0.0,147.8553921568627,0.0,0.0
2025-06-01 07:00:00+02:00,0.03393,0.03335,0.03081,0.01731,0.03578,-0.7971057824553011,-0.7989025566811384,-0.6191594561186651,0.5793795620437956,-0.7751806471881872,0.0,0.0,0.0,0.0,0.0
